date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/27/2015,Quarter4,finishing ,Tuesday,10,0.8,3.94,,1440,0,0.0,0,0,12.0,0.979527778
1/27/2015,Quarter4,finishing ,Tuesday,5,0.5,4.15,,1440,0,0.0,0,0,12.0,0.926388889
1/27/2015,Quarter4,finishing ,Tuesday,3,0.75,3.94,,1440,0,0.0,0,0,12.0,0.861875
1/27/2015,Quarter4,sweing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850312684
1/27/2015,Quarter4,finishing ,Tuesday,8,0.65,3.94,,960,0,0.0,0,0,8.0,0.845458333
1/27/2015,Quarter4,finishing ,Tuesday,7,0.5,4.15,,960,0,0.0,0,0,8.0,0.8035416670000001
1/27/2015,Quarter4,sweing,Tuesday,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263218
1/27/2015,Quarter4,sweing,Tuesday,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386207
1/27/2015,Quarter4,sweing,Tuesday,12,0.7,15.26,1462.0,4080,40,0.0,0,0,34.0,0.7001647059999999
1/27/2015,Quarter4,finishing ,Tuesday,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.6225
1/27/2015,Quarter4,sweing,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345
1/28/2015,Quarter4,finishing ,Wednesday,6,0.35,2.9,,1800,0,0.0,0,0,15.0,0.977555556
1/28/2015,Quarter4,sweing,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.8503620690000001
1/28/2015,Quarter4,sweing,Wednesday,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58.0,0.7505931029999999
1/28/2015,Quarter4,finishing ,Wednesday,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.7226388890000001
1/28/2015,Quarter4,finishing ,Wednesday,8,0.65,4.15,,960,0,0.0,0,0,8.0,0.553333333
1/28/2015,Quarter4,sweing,Wednesday,8,0.7,38.09,336.0,6240,0,0.0,0,0,52.0,0.46769326899999997
1/28/2015,Quarter4,finishing ,Wednesday,7,0.6,3.94,,960,0,0.0,0,0,8.0,0.40635416700000004
1/29/2015,Quarter5,sweing,Thursday,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409
1/29/2015,Quarter5,finishing ,Thursday,4,0.8,4.3,,1200,0,0.0,0,0,10.0,0.9890000000000001
1/29/2015,Quarter5,sweing,Thursday,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57.0,0.950185965
1/29/2015,Quarter5,sweing,Thursday,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57.5,0.9008
1/29/2015,Quarter5,finishing ,Thursday,8,0.65,4.15,,960,0,0.0,0,0,8.0,0.877552083
1/29/2015,Quarter5,finishing ,Thursday,11,0.6,2.9,,960,0,0.0,0,0,8.0,0.864583333
1/29/2015,Quarter5,finishing ,Thursday,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.85695
1/29/2015,Quarter5,sweing,Thursday,1,0.75,22.94,1579.0,6960,81,0.0,0,0,58.0,0.8503620690000001
1/29/2015,Quarter5,sweing,Thursday,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800473729
1/29/2015,Quarter5,finishing ,Thursday,2,0.8,3.94,,1200,0,0.0,0,0,10.0,0.773333333
1/29/2015,Quarter5,sweing,Thursday,11,0.6,20.1,1601.0,4320,46,0.0,0,0,51.0,0.60059761
1/29/2015,Quarter5,sweing,Thursday,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500117677
1/29/2015,Quarter5,finishing ,Thursday,3,0.8,3.94,,960,0,0.0,0,0,8.0,0.4925
1/31/2015,Quarter5,sweing,Saturday,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58.0,1.000457471
1/31/2015,Quarter5,sweing,Saturday,2,0.8,22.52,1397.0,6840,113,0.0,0,0,57.0,1.000230409
1/31/2015,Quarter5,finishing ,Saturday,3,0.8,3.94,,960,0,0.0,0,0,8.0,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,1,0.75,3.94,,1800,0,0.0,0,0,15.0,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,9,0.75,3.94,,240,0,0.0,0,0,2.0,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,12,0.75,4.08,,1080,0,0.0,0,0,9.0,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,5,0.7,3.94,,240,0,0.0,0,0,2.0,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,11,0.65,3.94,,600,0,0.0,0,0,5.0,0.971866667
1/31/2015,Quarter5,sweing,Saturday,10,0.8,22.52,1116.0,6720,93,0.0,0,0,56.0,0.920236905
1/31/2015,Quarter5,sweing,Saturday,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57.0,0.850610526
1/31/2015,Quarter5,sweing,Saturday,12,0.75,15.26,1209.0,4200,45,0.0,0,0,35.0,0.750646667
1/31/2015,Quarter5,sweing,Saturday,5,0.7,50.89,282.0,5880,56,0.0,0,0,59.0,0.656763743
1/31/2015,Quarter5,sweing,Saturday,6,0.6,18.79,799.0,3960,23,0.0,0,0,33.0,0.600710606
2/1/2015,Quarter1,sweing,Sunday,2,0.8,22.52,1396.0,6900,113,0.0,0,0,57.5,1.0006713040000002
2/1/2015,Quarter1,sweing,Sunday,1,0.8,22.94,1582.0,3060,113,0.0,0,0,58.5,1.000402055
2/1/2015,Quarter1,finishing ,Sunday,1,0.75,3.94,,2280,0,0.0,0,0,19.0,0.9504385959999999
2/1/2015,Quarter1,finishing ,Sunday,7,0.7,3.94,,2160,0,0.0,0,0,18.0,0.892194444
2/1/2015,Quarter1,finishing ,Sunday,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.8865
2/1/2015,Quarter1,sweing,Sunday,10,0.8,22.52,1282.0,6720,75,0.0,0,0,56.0,0.850532143
2/1/2015,Quarter1,finishing ,Sunday,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.8450694440000001
2/1/2015,Quarter1,sweing,Sunday,12,0.75,15.26,1276.0,1440,45,0.0,0,0,35.0,0.750450658
2/1/2015,Quarter1,finishing ,Sunday,12,0.75,4.08,,1080,0,0.0,0,0,9.0,0.702666667
2/1/2015,Quarter1,sweing,Sunday,8,0.6,24.26,1196.0,6600,0,0.0,0,0,55.0,0.46682121200000004
2/1/2015,Quarter1,sweing,Sunday,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56.0,0.411553571
2/1/2015,Quarter1,finishing ,Sunday,6,0.6,2.9,,1200,0,0.0,0,0,10.0,0.314166667
2/2/2015,Quarter1,sweing,Monday,1,0.8,22.94,16882.0,7020,113,0.0,0,0,58.5,1.000602279
2/2/2015,Quarter1,finishing ,Monday,9,0.75,3.94,,960,0,0.0,0,0,8.0,0.994270833
2/2/2015,Quarter1,sweing,Monday,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57.0,0.90014152
2/2/2015,Quarter1,finishing ,Monday,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.85695
2/2/2015,Quarter1,finishing ,Monday,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.8092361109999999
2/2/2015,Quarter1,sweing,Monday,9,0.75,29.12,8992.0,6960,55,0.0,0,0,58.0,0.7999632179999999
2/2/2015,Quarter1,finishing ,Monday,12,0.75,4.08,,1080,0,0.0,0,0,9.0,0.7404444440000001
2/2/2015,Quarter1,sweing,Monday,11,0.7,20.55,9792.0,6480,60,0.0,0,0,54.0,0.700398148
2/2/2015,Quarter1,finishing ,Monday,8,0.65,4.15,,960,0,0.0,0,0,8.0,0.5619791670000001
2/2/2015,Quarter1,finishing ,Monday,1,0.75,3.94,,2280,0,0.0,0,0,19.0,0.504596491
2/3/2015,Quarter1,sweing,Tuesday,1,0.8,22.52,1500.0,6900,113,0.0,0,0,57.5,1.000018551
2/3/2015,Quarter1,sweing,Tuesday,3,0.8,22.52,1112.0,6840,100,0.0,0,0,57.0,0.950185965
2/3/2015,Quarter1,sweing,Tuesday,4,0.8,22.52,340.0,5460,63,0.0,0,0,56.5,0.800434622
2/3/2015,Quarter1,finishing ,Tuesday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.778222222
2/3/2015,Quarter1,sweing,Tuesday,11,0.7,25.31,946.0,5760,60,0.0,0,0,54.0,0.7005135659999999
2/3/2015,Quarter1,sweing,Tuesday,6,0.7,18.79,913.0,4020,30,0.0,0,0,33.5,0.700184577
2/3/2015,Quarter1,finishing ,Tuesday,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.5375
2/3/2015,Quarter1,finishing ,Tuesday,6,0.7,2.9,,960,0,0.0,0,0,8.0,0.49541666700000003
2/4/2015,Quarter1,sweing,Wednesday,2,0.8,22.52,1263.0,6900,100,0.0,0,0,57.5,1.05028058
2/4/2015,Quarter1,sweing,Wednesday,3,0.8,22.52,968.0,6840,113,0.0,0,0,57.0,1.000230409
2/4/2015,Quarter1,sweing,Wednesday,10,0.8,22.52,1108.0,6720,113,0.0,0,0,56.0,0.999995238
2/4/2015,Quarter1,finishing,Wednesday,1,0.8,3.94,,1200,0,0.0,0,0,10.0,0.929183333
2/4/2015,Quarter1,finishing,Wednesday,8,0.7,4.15,,3000,0,0.0,0,0,25.0,0.915766667
2/4/2015,Quarter1,sweing,Wednesday,12,0.8,15.26,1094.0,4080,38,0.0,0,0,34.0,0.8004019609999999
2/4/2015,Quarter1,finishing,Wednesday,7,0.7,3.94,,960,0,0.0,0,0,8.0,0.779791667
2/4/2015,Quarter1,sweing,Wednesday,6,0.7,18.79,941.0,3360,30,0.0,0,0,33.0,0.700710417
2/4/2015,Quarter1,sweing,Wednesday,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58.0,0.7006120690000001
2/4/2015,Quarter1,finishing ,Wednesday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.687555556
2/4/2015,Quarter1,sweing,Wednesday,5,0.65,30.1,326.0,5820,0,90.0,10,0,58.5,0.6508348079999999
2/5/2015,Quarter1,sweing,Thursday,2,0.8,22.52,1300.0,6780,113,0.0,0,0,56.5,1.0004460179999999
2/5/2015,Quarter1,sweing,Thursday,1,0.8,22.52,1485.0,6900,113,0.0,0,0,57.5,1.000018551
2/5/2015,Quarter1,sweing,Thursday,10,0.8,22.52,1039.0,6720,113,0.0,0,0,56.0,0.999995238
2/5/2015,Quarter1,finishing,Thursday,2,0.8,3.94,,2640,0,0.0,0,0,22.0,0.9999242420000001
2/5/2015,Quarter1,finishing,Thursday,6,0.7,2.9,,960,0,0.0,0,0,8.0,0.9425
2/5/2015,Quarter1,finishing,Thursday,1,0.8,3.94,,1440,0,0.0,0,0,12.0,0.845458333
2/5/2015,Quarter1,sweing,Thursday,12,0.8,15.26,1083.0,720,38,0.0,0,0,34.0,0.800612676
2/5/2015,Quarter1,sweing,Thursday,9,0.8,29.12,1069.0,6960,50,0.0,0,0,58.0,0.7999632179999999
2/5/2015,Quarter1,sweing,Thursday,11,0.75,10.05,668.0,2520,34,0.0,0,0,26.0,0.7504
2/5/2015,Quarter1,sweing,Thursday,6,0.7,18.79,766.0,2760,30,0.0,0,0,33.0,0.700079032
2/5/2015,Quarter1,sweing,Thursday,4,0.5,30.1,417.0,6360,23,0.0,0,1,53.0,0.500720126
2/7/2015,Quarter1,sweing,Saturday,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57.0,0.950185965
2/7/2015,Quarter1,sweing,Saturday,10,0.8,22.52,1142.0,6720,88,0.0,0,0,56.0,0.900129762
2/7/2015,Quarter1,finishing,Saturday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.899111111
2/7/2015,Quarter1,sweing,Saturday,6,0.75,18.79,813.0,1560,34,0.0,0,0,33.0,0.750520115
2/7/2015,Quarter1,finishing,Saturday,7,0.7,3.94,,1200,0,0.0,0,0,10.0,0.715766667
2/7/2015,Quarter1,sweing,Saturday,5,0.7,30.1,687.0,7500,0,0.0,0,0,59.0,0.545657673
2/7/2015,Quarter1,sweing,Saturday,8,0.7,24.26,652.0,6840,0,300.0,37,0,57.0,0.36531871299999996
2/8/2015,Quarter2,sweing,Sunday,2,0.8,22.52,1233.0,6900,113,0.0,0,0,57.5,1.000018551
2/8/2015,Quarter2,finishing,Sunday,7,0.7,4.15,,1440,0,0.0,0,0,12.0,0.928680556
2/8/2015,Quarter2,sweing,Sunday,10,0.8,22.52,1388.0,6720,88,0.0,0,0,56.0,0.9008
2/8/2015,Quarter2,sweing,Sunday,3,0.8,22.52,1283.0,6720,88,0.0,0,0,56.0,0.900129762
2/8/2015,Quarter2,sweing,Sunday,12,0.8,15.26,1026.0,2880,63,0.0,0,0,34.0,0.8003552079999999
2/8/2015,Quarter2,sweing,Sunday,9,0.8,29.12,909.0,6960,50,0.0,0,0,58.0,0.7999632179999999
2/8/2015,Quarter2,sweing,Sunday,11,0.75,10.05,629.0,3240,45,0.0,0,0,27.0,0.750027778
2/8/2015,Quarter2,sweing,Sunday,5,0.7,30.1,754.0,7020,0,0.0,0,0,58.5,0.700618234
2/8/2015,Quarter2,finishing,Sunday,6,0.75,2.9,,960,0,0.0,0,0,8.0,0.610208333
2/8/2015,Quarter2,finishing,Sunday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.6074166670000001
2/8/2015,Quarter2,sweing,Sunday,7,0.7,24.26,148.0,6960,0,0.0,0,0,58.0,0.35553448299999996
2/8/2015,Quarter2,sweing,Sunday,8,0.7,24.26,154.0,6840,0,0.0,0,0,57.0,0.353259649
2/9/2015,Quarter2,sweing,Monday,1,0.8,22.52,1506.0,3600,70,0.0,0,0,57.0,0.9005090440000001
2/9/2015,Quarter2,sweing,Monday,9,0.8,29.12,1073.0,6960,50,0.0,0,0,58.0,0.7999632179999999
2/9/2015,Quarter2,sweing,Monday,11,0.75,10.05,103.0,0,45,0.0,0,0,54.0,0.750648148
2/9/2015,Quarter2,finishing,Monday,8,0.35,4.15,,1800,0,0.0,0,0,15.0,0.7071111109999999
2/9/2015,Quarter2,finishing,Monday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.697708333
2/9/2015,Quarter2,sweing,Monday,7,0.35,30.1,842.0,6960,0,0.0,0,1,58.0,0.350301724
2/10/2015,Quarter2,sweing,Tuesday,3,0.8,22.52,813.0,0,88,0.0,0,0,57.0,0.90047076
2/10/2015,Quarter2,finishing,Tuesday,1,0.8,3.94,,1440,0,0.0,0,0,12.0,0.853666667
2/10/2015,Quarter2,sweing,Tuesday,12,0.8,15.26,900.0,4080,50,0.0,0,0,34.0,0.8004019609999999
2/10/2015,Quarter2,sweing,Tuesday,11,0.8,10.05,13.0,3240,34,0.0,0,0,54.0,0.750648148
2/10/2015,Quarter2,sweing,Tuesday,4,0.7,30.1,855.0,7020,40,0.0,0,1,58.0,0.700618234
2/10/2015,Quarter2,finishing,Tuesday,6,0.75,2.9,,960,0,0.0,0,0,8.0,0.6283333329999999
2/10/2015,Quarter2,sweing,Tuesday,7,0.5,30.1,1025.0,6960,23,0.0,0,1,58.0,0.500801724
2/10/2015,Quarter2,sweing,Tuesday,8,0.5,30.1,1061.0,6960,30,0.0,0,1,58.0,0.39354885100000003
2/11/2015,Quarter2,finishing,Wednesday,8,0.35,4.15,,1440,0,0.0,0,0,12.0,0.994375
2/11/2015,Quarter2,finishing,Wednesday,2,0.8,3.94,,2160,0,0.0,0,0,18.0,0.912037037
2/11/2015,Quarter2,finishing,Wednesday,5,0.7,4.15,,240,0,0.0,0,0,2.0,0.87
2/11/2015,Quarter2,sweing,Wednesday,9,0.8,29.12,609.0,3240,50,0.0,0,0,58.0,0.8001441440000001
2/11/2015,Quarter2,sweing,Wednesday,5,0.75,30.1,788.0,7380,56,0.0,0,0,59.5,0.750406233
2/11/2015,Quarter2,finishing,Wednesday,1,0.8,3.94,,1440,0,0.0,0,0,12.0,0.618361111
2/11/2015,Quarter2,sweing,Wednesday,7,0.6,30.1,829.0,3360,23,0.0,0,1,58.0,0.6000705129999999
2/11/2015,Quarter2,sweing,Wednesday,3,0.8,22.52,11.0,6840,0,0.0,0,1,57.0,0.536901754
2/11/2015,Quarter2,sweing,Wednesday,11,0.35,11.41,434.0,3240,0,0.0,0,1,52.0,0.507903226
2/12/2015,Quarter2,sweing,Thursday,1,0.8,22.52,1397.0,0,138,0.0,0,0,57.0,1.100483918
2/12/2015,Quarter2,finishing,Thursday,4,0.7,4.15,,1800,0,0.0,0,0,15.0,1.096633333
2/12/2015,Quarter2,sweing,Thursday,2,0.8,22.52,1327.0,0,113,0.0,0,0,57.5,1.000344928
2/12/2015,Quarter2,finishing,Thursday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.838666667
2/12/2015,Quarter2,sweing,Thursday,12,0.8,15.26,894.0,4080,50,0.0,0,0,34.0,0.8004019609999999
2/12/2015,Quarter2,sweing,Thursday,5,0.75,30.1,610.0,7080,56,0.0,0,0,59.0,0.750799435
2/12/2015,Quarter2,sweing,Thursday,6,0.8,18.79,779.0,3960,0,0.0,0,0,33.0,0.688017677
2/12/2015,Quarter2,finishing,Thursday,5,0.7,4.15,,240,0,0.0,0,0,2.0,0.58
2/12/2015,Quarter2,sweing,Thursday,7,0.65,30.1,909.0,7080,0,0.0,0,1,59.0,0.5356779660000001
2/12/2015,Quarter2,sweing,Thursday,9,0.8,29.12,14.0,6960,0,0.0,0,0,58.0,0.497885057
2/12/2015,Quarter2,sweing,Thursday,10,0.8,22.52,10.0,6000,0,0.0,0,0,50.0,0.441392
2/14/2015,Quarter2,finishing,Saturday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.8008888890000001
2/14/2015,Quarter2,sweing,Saturday,12,0.8,15.26,942.0,4080,63,0.0,0,0,34.0,0.8004019609999999
2/14/2015,Quarter2,sweing,Saturday,2,0.8,22.52,674.0,3660,63,0.0,0,0,57.0,0.80037492
2/14/2015,Quarter2,sweing,Saturday,4,0.75,30.1,481.0,7140,0,0.0,0,1,59.0,0.7503921570000001
2/14/2015,Quarter2,sweing,Saturday,5,0.75,30.1,664.0,7140,56,0.0,0,0,59.0,0.7503921570000001
2/14/2015,Quarter2,sweing,Saturday,8,0.7,30.1,824.0,5160,0,0.0,0,1,60.0,0.700206125
2/14/2015,Quarter2,sweing,Saturday,7,0.7,30.1,957.0,7200,0,0.0,0,1,60.0,0.602
2/14/2015,Quarter2,sweing,Saturday,6,0.8,18.79,822.0,4080,0,0.0,0,0,34.0,0.557252451
2/14/2015,Quarter2,finishing,Saturday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.23804166699999998
2/15/2015,Quarter3,finishing,Sunday,1,0.8,3.94,,960,0,0.0,0,0,8.0,1.1204375
2/15/2015,Quarter3,sweing,Sunday,12,0.8,15.26,1120.0,1440,50,0.0,0,0,34.0,0.8008063059999999
2/15/2015,Quarter3,finishing,Sunday,11,0.6,2.9,,1200,0,0.0,0,0,10.0,0.715333333
2/15/2015,Quarter3,sweing,Sunday,7,0.7,30.1,881.0,7080,0,0.0,0,1,59.0,0.700632768
2/15/2015,Quarter3,finishing,Sunday,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.604166667
2/15/2015,Quarter3,sweing,Sunday,3,0.6,30.1,1361.0,6960,30,0.0,0,1,58.0,0.475718391
2/15/2015,Quarter3,finishing,Sunday,4,0.75,4.15,,2400,0,0.0,0,0,20.0,0.287041667
2/16/2015,Quarter3,finishing,Monday,9,0.8,3.94,,1200,0,0.0,0,0,10.0,0.960433333
2/16/2015,Quarter3,sweing,Monday,12,0.8,15.26,1079.0,3720,38,0.0,0,0,34.0,0.800312375
2/16/2015,Quarter3,finishing,Monday,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.773333333
2/16/2015,Quarter3,sweing,Monday,6,0.75,18.79,895.0,3960,0,0.0,0,0,33.0,0.75065101
2/16/2015,Quarter3,finishing,Monday,4,0.75,4.15,,1800,0,0.0,0,0,15.0,0.722333333
2/16/2015,Quarter3,sweing,Monday,11,0.7,11.41,680.0,2160,30,0.0,0,2,54.0,0.5659722220000001
2/16/2015,Quarter3,sweing,Monday,9,0.6,18.79,2103.0,5400,0,0.0,0,1,54.0,0.329964879
2/17/2015,Quarter3,finishing,Tuesday,10,0.8,3.94,,960,0,0.0,0,0,8.0,0.9275416670000001
2/17/2015,Quarter3,finishing,Tuesday,3,0.5,5.13,,1800,0,0.0,0,0,15.0,0.7866
2/17/2015,Quarter3,sweing,Tuesday,6,0.75,18.79,726.0,3360,0,0.0,0,0,33.0,0.7506213540000001
2/17/2015,Quarter3,sweing,Tuesday,4,0.75,30.1,849.0,7020,45,0.0,0,1,58.0,0.750356125
2/17/2015,Quarter3,finishing,Tuesday,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.749166667
2/17/2015,Quarter3,sweing,Tuesday,7,0.7,30.1,562.0,840,30,0.0,0,1,59.0,0.700888203
2/17/2015,Quarter3,sweing,Tuesday,9,0.65,18.79,2120.0,5520,0,0.0,0,1,51.0,0.650134
2/17/2015,Quarter3,sweing,Tuesday,8,0.6,29.4,179.0,0,23,5.0,30,2,58.0,0.600982906
2/17/2015,Quarter3,finishing,Tuesday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.586041667
2/17/2015,Quarter3,sweing,Tuesday,2,0.5,30.33,838.0,6720,0,0.0,0,1,56.0,0.361071429
2/17/2015,Quarter3,sweing,Tuesday,10,0.65,18.22,741.0,0,0,8.0,35,1,49.0,0.302117347
2/18/2015,Quarter3,finishing,Wednesday,6,0.8,2.9,,1440,0,0.0,0,0,12.0,0.9368611109999999
2/18/2015,Quarter3,finishing,Wednesday,2,0.8,5.13,,1440,0,0.0,0,0,12.0,0.919125
2/18/2015,Quarter3,sweing,Wednesday,11,0.7,11.41,685.0,3360,30,0.0,0,2,56.0,0.8211125
2/18/2015,Quarter3,sweing,Wednesday,4,0.8,30.1,864.0,480,50,0.0,0,1,58.0,0.800980392
2/18/2015,Quarter3,sweing,Wednesday,12,0.8,15.26,1095.0,4080,63,0.0,0,0,34.0,0.8004019609999999
2/18/2015,Quarter3,sweing,Wednesday,6,0.75,18.79,759.0,3960,34,0.0,0,0,33.0,0.75065101
2/18/2015,Quarter3,finishing,Wednesday,4,0.75,5.13,,960,0,0.0,0,0,8.0,0.734645833
2/18/2015,Quarter3,sweing,Wednesday,3,0.7,30.1,1057.0,0,40,0.0,0,1,58.0,0.700603448
2/18/2015,Quarter3,sweing,Wednesday,9,0.7,18.79,1587.0,4560,30,0.0,0,1,51.0,0.70009573
2/18/2015,Quarter3,finishing,Wednesday,7,0.7,5.13,,960,0,0.0,0,0,8.0,0.671875
2/18/2015,Quarter3,finishing,Wednesday,10,0.8,3.94,,960,0,0.0,0,0,8.0,0.64025
2/18/2015,Quarter3,finishing,Wednesday,8,0.7,5.13,,960,0,0.0,0,0,8.0,0.58
2/19/2015,Quarter3,sweing,Thursday,12,0.8,15.26,1126.0,1080,38,0.0,0,0,34.0,0.8007114940000001
2/19/2015,Quarter3,sweing,Thursday,1,0.8,22.52,265.0,3840,63,0.0,0,0,57.0,0.8004705129999999
2/19/2015,Quarter3,sweing,Thursday,5,0.8,30.1,276.0,600,63,3.5,15,0,59.5,0.7999828529999999
2/19/2015,Quarter3,finishing,Thursday,6,0.8,2.9,,4320,0,0.0,0,0,18.0,0.785864198
2/19/2015,Quarter3,sweing,Thursday,6,0.75,18.79,899.0,3960,56,0.0,0,0,33.0,0.75065101
2/19/2015,Quarter3,sweing,Thursday,9,0.7,18.79,1603.0,6120,30,0.0,0,1,51.0,0.638614379
2/19/2015,Quarter3,sweing,Thursday,10,0.7,19.68,1410.0,5760,0,0.0,0,1,48.0,0.24941666699999998
2/22/2015,Quarter4,finishing,Sunday,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.8319375
2/22/2015,Quarter4,finishing,Sunday,2,0.8,5.13,,4800,0,0.0,0,0,20.0,0.8300625
2/22/2015,Quarter4,finishing,Sunday,11,0.6,2.9,,2880,0,0.0,0,0,12.0,0.805555556
2/22/2015,Quarter4,sweing,Sunday,12,0.8,15.26,1103.0,4080,63,0.0,0,0,34.0,0.8004019609999999
2/22/2015,Quarter4,finishing,Sunday,12,0.8,5.13,,2400,0,0.0,0,0,10.0,0.78375
2/22/2015,Quarter4,finishing,Sunday,1,0.8,3.94,,2880,0,0.0,0,0,12.0,0.727349537
2/22/2015,Quarter4,sweing,Sunday,8,0.7,29.4,1146.0,6840,40,0.0,0,2,57.0,0.700614035
2/22/2015,Quarter4,sweing,Sunday,11,0.75,11.41,834.0,3480,0,0.0,0,2,58.0,0.672140805
2/22/2015,Quarter4,sweing,Sunday,10,0.7,21.25,1531.0,6000,0,0.0,0,1,50.0,0.456875
2/22/2015,Quarter4,sweing,Sunday,7,0.75,30.1,627.0,6960,0,3.5,20,1,58.0,0.39354885100000003
2/22/2015,Quarter4,sweing,Sunday,5,0.8,30.1,450.0,5700,0,4.5,25,0,60.0,0.307501459
2/22/2015,Quarter4,finishing,Sunday,7,0.7,5.13,,960,0,0.0,0,0,8.0,0.283958333
2/23/2015,Quarter4,finishing,Monday,12,0.8,5.13,,1080,0,0.0,0,0,9.0,0.9025
2/23/2015,Quarter4,sweing,Monday,12,0.8,15.26,1060.0,4080,63,0.0,0,0,34.0,0.8004019609999999
2/23/2015,Quarter4,sweing,Monday,5,0.8,30.1,541.0,7140,38,0.0,0,0,59.0,0.800137255
2/23/2015,Quarter4,sweing,Monday,7,0.75,30.1,709.0,6960,45,0.0,0,1,58.0,0.750770115
2/23/2015,Quarter4,sweing,Monday,6,0.75,18.79,1100.0,3960,45,0.0,0,0,33.0,0.75065101
2/23/2015,Quarter4,sweing,Monday,11,0.75,11.41,826.0,2820,0,0.0,0,2,58.0,0.7502939390000001
2/23/2015,Quarter4,finishing,Monday,7,0.7,5.13,,960,0,0.0,0,0,8.0,0.35645833299999996
2/24/2015,Quarter4,sweing,Tuesday,12,0.8,15.26,1062.0,4080,50,0.0,0,0,34.0,0.8004019609999999
2/24/2015,Quarter4,sweing,Tuesday,5,0.8,30.1,450.0,7140,50,0.0,0,0,60.0,0.800137255
2/24/2015,Quarter4,finishing,Tuesday,8,0.7,4.6,,960,0,0.0,0,0,8.0,0.791458333
2/24/2015,Quarter4,sweing,Tuesday,7,0.75,30.1,739.0,5640,45,0.0,0,1,59.0,0.7507273259999999
2/24/2015,Quarter4,sweing,Tuesday,6,0.75,18.79,913.0,3360,45,0.0,0,0,33.0,0.75065101
2/24/2015,Quarter4,sweing,Tuesday,11,0.75,11.61,698.0,3360,34,0.0,0,2,57.0,0.7504372690000001
2/24/2015,Quarter4,finishing,Tuesday,6,0.75,2.9,,1800,0,0.0,0,0,15.0,0.726933333
2/24/2015,Quarter4,finishing,Tuesday,9,0.7,2.9,,1800,0,0.0,0,0,15.0,0.726933333
2/24/2015,Quarter4,sweing,Tuesday,10,0.7,21.25,1834.0,6360,0,0.0,0,1,53.0,0.471108491
2/25/2015,Quarter4,finishing,Wednesday,12,0.8,4.6,,1800,0,0.0,0,0,15.0,0.8995555559999999
2/25/2015,Quarter4,sweing,Wednesday,12,0.8,15.26,1053.0,4080,50,0.0,0,0,34.0,0.8004019609999999
2/25/2015,Quarter4,sweing,Wednesday,6,0.75,18.79,1003.0,3960,45,0.0,0,1,33.0,0.75065101
2/25/2015,Quarter4,sweing,Wednesday,11,0.75,11.61,635.0,3360,45,0.0,0,0,57.0,0.750503571
